order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-23,PL_282,6846,337626,LD-AP-B0-B18-01-B3,1
2025-11-23,PL_282,6846,395105,LD-AP-B0-B18-01-B3,2
2025-11-23,PL_282,6846,400156,LD-AP-B0-B18-01-B3,3
2025-11-23,PL_282,6846,400697,LD-AP-B0-B18-01-B3,4
2025-11-23,PL_282,749,400418,LD-AP-B0-B18-14-B2,5
2025-11-23,PL_282,749,401312,LD-AP-B0-B18-14-B2,6
2025-11-23,PL_282,749,337626,LD-AP-B0-B18-14-B2,7
2025-11-23,PL_282,192794,399046,LD-AP-B0-B18-11-B3,8
2025-11-23,PL_282,192794,400490,LD-AP-B0-B18-11-B3,9
2025-11-23,PL_282,192794,399046,LD-AP-B0-B18-11-B3,10
2025-11-23,PL_282,174080,399046,LD-AP-B0-B18-13-B2,11
2025-11-23,PL_282,174080,400156,LD-AP-B0-B18-13-B2,12
2025-11-23,PL_282,174080,401312,LD-AP-B0-B18-13-B2,13
2025-11-23,PL_282,77,401312,LD-AP-B0-B18-18-B1,14
2025-11-23,PL_282,17218,398161,LD-AP-B0-B18-08-B1,15
2025-11-23,PL_282,17218,399046,LD-AP-B0-B18-08-B1,16
2025-11-23,PL_282,17218,400156,LD-AP-B0-B18-08-B1,17
2025-11-23,PL_282,100388,401312,LD-AP-B0-B18-15-B2,18
2025-11-23,PL_282,100388,337626,LD-AP-B0-B18-15-B2,19
2025-11-23,PL_282,100388,401004,LD-AP-B0-B18-15-B2,20
2025-11-23,PL_282,7878,398161,LD-AP-B0-B18-03-B1,21
2025-11-23,PL_282,7878,337626,LD-AP-B0-B18-07-B2,22
2025-11-23,PL_282,1728,399046,LD-AP-B0-B18-13-B2,23
2025-11-23,PL_282,1728,396766,LD-AP-B0-B18-13-B2,24
2025-11-23,PL_282,1728,396766,LD-AP-B0-B18-02-B1,25
2025-11-23,PL_282,211366,395105,LD-AQ-B0-B19-06-B1,26
2025-11-23,PL_282,211366,400490,LD-AQ-B0-B19-06-B1,27
2025-11-23,PL_282,211366,398161,LD-AQ-B0-B19-06-B1,28
2025-11-23,PL_282,1317,399046,LD-AQ-B0-B19-04-B3,29
2025-11-23,PL_282,1317,400793,LD-AQ-B0-B19-04-B3,30
2025-11-23,PL_282,251894,400490,LD-AQ-B0-B19-09-B2,31
2025-11-23,PL_282,251894,400793,LD-AQ-B0-B19-09-B2,32
2025-11-23,PL_282,251894,400156,LD-AQ-B0-B19-09-B2,33
2025-11-23,PL_282,245672,401312,LD-AQ-B0-B19-04-B3,34
2025-11-23,PL_282,245672,401312,LD-AQ-B0-B19-06-B2,35
2025-11-23,PL_282,245672,401312,LD-AQ-B0-B19-06-B2,36
2025-11-23,PL_282,150593,400793,LD-AQ-B0-B19-10-B3,37
2025-11-23,PL_282,150593,400156,LD-AQ-B0-B19-10-B3,38
2025-11-23,PL_282,150593,401004,LD-AQ-B0-B19-10-B3,39
2025-11-23,PL_282,150593,399046,LD-AQ-B0-B19-10-B3,40
2025-11-23,PL_282,150593,398161,LD-AQ-B0-B19-10-B3,41
2025-11-23,PL_282,150593,401312,LD-AQ-B0-B19-10-B3,42
2025-11-23,PL_282,1084,400418,LD-AQ-B0-B19-04-B1,43
2025-11-23,PL_282,188594,401004,LD-AQ-B0-B19-04-B3,44
2025-11-23,PL_282,188594,400793,LD-AQ-B0-B19-04-B3,45
2025-11-23,PL_282,188594,400697,LD-AQ-B0-B19-04-B3,46
