order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-23,PL_096,6195,400989,LD-AM-A2-A15-08-C2,1
2025-11-23,PL_096,9822,394577,LD-AM-A2-A15-10-A2,2
2025-11-23,PL_096,15078,400356,LD-AM-A2-A15-04-C3,3
2025-11-23,PL_096,45188,394542,LD-AM-A2-A15-12-A1,4
2025-11-23,PL_096,27362,400061,LD-AM-A2-A15-06-B1,5
2025-11-23,PL_096,64427,400989,LD-AM-A2-A15-10-C2,6
2025-11-23,PL_096,142154,401071,LD-AM-A2-A15-06-D1,7
2025-11-23,PL_096,23822,399370,LD-AN-A2-A16-15-E1,8
2025-11-23,PL_096,23822,400989,LD-AN-A2-A16-15-E1,9
2025-11-23,PL_096,263,400989,LD-AN-A2-A16-16-B2,10
2025-11-23,PL_096,263,399370,LD-AN-A2-A16-16-B2,11
2025-11-23,PL_096,5592,400061,LD-AN-A2-A16-07-C2,12
2025-11-23,PL_096,4865,400061,LD-AN-A2-A16-16-B3,13
2025-11-23,PL_096,5752,400356,LD-AN-A2-A16-15-C3,14
2025-11-23,PL_096,2415,396204,LD-AN-A2-A16-16-A3,15
2025-11-23,PL_096,238416,398161,LD-AN-A2-A16-05-D1,16
2025-11-23,PL_096,72322,400061,LD-AN-A2-A16-16-C2,17
2025-11-23,PL_096,33263,401071,LD-AN-A2-A16-06-C1,18
2025-11-23,PL_096,33263,392645,LD-AN-A2-A16-06-C1,19
2025-11-23,PL_096,17792,400356,LD-AN-A2-A16-13-D2,20
2025-11-23,PL_096,17061,398161,LD-AN-A2-A16-10-A1,21
2025-11-23,PL_096,419,400989,LD-AO-A2-A17-05-A2,22
2025-11-23,PL_096,21818,400061,LD-AO-A2-A17-09-B1,23
2025-11-23,PL_096,22850,400061,LD-AO-A2-A17-15-C3,24
2025-11-23,PL_096,190744,400356,LD-AO-A2-A17-15-C3,25
2025-11-23,PL_096,167430,400989,LD-AO-A2-A17-09-C1,26
2025-11-23,PL_096,263,400989,LD-AM-B2-B15-06-B1,27
2025-11-23,PL_096,751,396204,LD-AM-B2-B15-16-B1,28
2025-11-23,PL_096,21373,398161,LD-AN-B2-B16-01-C2,29
2025-11-23,PL_096,213564,400061,LD-AN-B2-B16-14-E1,30
2025-11-23,PL_096,126503,392645,LD-AO-B2-B17-17-B3,31
2025-11-23,PL_096,18727,400356,LD-AP-B2-B18-13-C3,32
2025-11-23,PL_096,12117,400061,LD-AP-B2-B18-16-C3,33
2025-11-23,PL_096,5371,398161,LD-AP-B2-B18-15-A1,34
2025-11-23,PL_096,55784,396204,LD-AP-B2-B18-04-A1,35
2025-11-23,PL_096,55784,394577,LD-AP-B2-B18-04-A1,36
2025-11-23,PL_096,152894,400989,LD-AP-B2-B18-10-C1,37
2025-11-23,PL_096,778,400989,LD-AQ-A2-A19-10-A3,38
2025-11-23,PL_096,829,394542,LD-AQ-A2-A19-10-B2,39
2025-11-23,PL_096,6556,399370,LD-AQ-A2-A19-04-E1,40
2025-11-23,PL_096,1925,396204,LD-AQ-B2-B19-17-E1,41
2025-11-23,PL_096,3394,400061,LD-AQ-A2-A19-08-C1,42
2025-11-23,PL_096,27457,394577,LD-AQ-B2-B19-14-C3,43
2025-11-23,PL_096,109335,401071,LD-AQ-B2-B19-12-D1,44
2025-11-23,PL_096,4090,394577,LD-AQ-B2-B19-14-E3,45
2025-11-23,PL_096,4444,400356,LD-AQ-B2-B19-07-D2,46
2025-11-23,PL_096,178080,400061,LD-AQ-B2-B19-07-C1,47
2025-11-23,PL_096,25458,396857,LD-AR-A2-A20-02-C3,48
2025-11-23,PL_096,12117,396204,LD-AR-B2-B20-13-E3,49
2025-11-23,PL_096,12117,400061,LD-AR-B2-B20-13-B1,50
2025-11-23,PL_096,829,394542,LD-AR-A2-A20-07-D3,51
2025-11-23,PL_096,6873,392645,LD-AR-A2-A20-02-C2,52
2025-11-23,PL_096,14009,396204,LD-AR-B2-B20-15-C2,53
2025-11-23,PL_096,208782,400356,LD-AR-A2-A20-15-D3,54
2025-11-23,PL_096,4332,394542,LD-AR-B2-B20-01-D3,55
2025-11-23,PL_096,179560,400061,LD-AR-B2-B20-17-B2,56
2025-11-23,PL_096,239211,400356,LD-AR-B2-B20-15-C3,57
2025-11-23,PL_096,4583,400356,LD-AS-B2-B21-11-D3,58
2025-11-23,PL_096,85131,400061,LD-AS-A2-A21-03-C3,59
2025-11-23,PL_096,89167,394542,LD-AS-A2-A21-03-A3,60
2025-11-23,PL_096,85226,400061,LD-AS-A2-A21-07-C1,61
