order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-27,PL_242,100471,400490,LD-AA-G1-B1-B1-08-C,1
2025-11-27,PL_242,100471,396766,LD-AA-G1-B1-B1-08-C,2
2025-11-27,PL_242,68036,396766,LD-AA-G1-B1-B1-10-A,3
2025-11-27,PL_242,133111,396766,LD-AB-G1-B1-B2-08-F,4
2025-11-27,PL_242,133111,395105,LD-AB-G1-B1-B2-08-F,5
2025-11-27,PL_242,133111,337626,LD-AB-G1-B1-B2-08-F,6
2025-11-27,PL_242,892,395105,LD-AB-G1-B1-B2-10-D,7
2025-11-27,PL_242,2515,400156,LD-AC-G1-B1-B3-08-C,8
2025-11-27,PL_242,2515,395105,LD-AC-G1-B1-B3-08-C,9
2025-11-27,PL_242,13370,400490,LD-AC-G1-B1-B3-09-B,10
2025-11-27,PL_242,5866,401312,LD-AC-G1-B1-B3-10-E,11
2025-11-27,PL_242,230347,400490,LD-AC-G1-B1-B3-02-F,12
2025-11-27,PL_242,1066,401312,LD-AC-G1-B1-B3-10-D,13
2025-11-27,PL_242,18024,400156,LD-AC-G1-B1-B3-07-A,14
2025-11-27,PL_242,11161,401004,LD-AC-G1-B1-B3-13-A,15
2025-11-27,PL_242,107115,401312,LD-AC-G1-B1-B3-11-A,16
2025-11-27,PL_242,20832,395105,LD-AC-G1-B1-B3-12-B,17
2025-11-27,PL_242,20832,337626,LD-AC-G1-B1-B3-12-B,18
2025-11-27,PL_242,3949,395105,LD-AC-G1-B1-B3-04-A,19
2025-11-27,PL_242,2517,400793,LD-AC-G1-B1-B3-09-A,20
2025-11-27,PL_242,25217,396766,LD-AC-G1-B1-B3-06-D,21
2025-11-27,PL_242,757,395105,LD-AC-G1-B1-B3-06-B,22
2025-11-27,PL_242,17138,337626,LD-AC-G1-B1-B3-07-C,23
2025-11-27,PL_242,11982,353631,LD-AC-G1-B1-B3-11-B,24
2025-11-27,PL_242,85442,396766,LD-AC-G1-B1-B3-12-A,25
2025-11-27,PL_242,97200,400156,LD-AC-G1-B1-B3-06-A,26
2025-11-27,PL_242,169703,395105,LD-AC-G1-B1-B3-02-C,27
2025-11-27,PL_242,221588,337626,LD-AC-G1-B1-B3-02-B,28
