order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-27,PL_183,752,396446,LD-AB-G1-A1-A2-07-D,1
2025-11-27,PL_183,10794,394413,LD-AB-G1-A1-A2-14-A,2
2025-11-27,PL_183,4086,396467,LD-AB-G1-A1-A2-15-E,3
2025-11-27,PL_183,18290,395983,LD-AB-G1-A1-A2-07-A,4
2025-11-27,PL_183,23861,395468,LD-AB-G1-A1-A2-08-F,5
2025-11-27,PL_183,17181,392424,LD-AC-G1-A1-A3-16-C,6
2025-11-27,PL_183,17066,392424,LD-AC-G1-A1-A3-16-B,7
2025-11-27,PL_183,10035,394413,LD-AE-G1-A1-A5-12-E,8
2025-11-27,PL_183,2180,395468,LD-AF-G1-A1-A6-07-D,9
2025-11-27,PL_183,11046,396467,LD-AF-G1-A1-A6-13-A,10
2025-11-27,PL_183,247564,395468,LD-AF-G1-A1-A6-11-D,11
2025-11-27,PL_183,3285,400156,LD-AG-G1-A1-A7-06-C,12
2025-11-27,PL_183,5872,399816,LD-AG-G1-A1-A7-06-D,13
2025-11-27,PL_183,239915,399816,LD-AG-G1-A1-A7-16-D,14
2025-11-27,PL_183,19797,392424,LD-AG-G1-A1-A7-05-F,15
2025-11-27,PL_183,27890,396446,LD-AH-G1-A1-A8-06-A,16
2025-11-27,PL_183,14950,401309,LD-AH-G1-A1-A8-08-D,17
2025-11-27,PL_183,7174,396467,LD-AH-G1-A1-A8-14-B,18
2025-11-27,PL_183,5468,392424,LD-AH-G1-A1-A8-07-A,19
2025-11-27,PL_183,3165,395468,LD-AH-G1-A1-A8-14-B,20
2025-11-27,PL_183,20497,395468,LD-AH-G1-A1-A8-12-C,21
2025-11-27,PL_183,171021,396446,LD-AI-G1-A1-A9-07-A,22
2025-11-27,PL_183,171021,392424,LD-AI-G1-A1-A9-07-A,23
2025-11-27,PL_183,137138,395468,LD-AI-G1-A1-A9-09-E,24
2025-11-27,PL_183,137138,392424,LD-AI-G1-A1-A9-09-E,25
2025-11-27,PL_183,2582,392424,LD-AI-G1-A1-A9-05-E,26
2025-11-27,PL_183,136317,396467,LD-AI-G1-A1-A9-04-A,27
2025-11-27,PL_183,39507,395468,LD-AI-G1-A1-A9-13-F,28
2025-11-27,PL_183,130653,396467,LD-AI-G1-A1-A9-16-F,29
2025-11-27,PL_183,17441,396446,LD-AJ-G1-A1-A10-16-E,30
2025-11-27,PL_183,26175,396467,LD-AJ-G1-A1-A10-05-A,31
2025-11-27,PL_183,24169,392424,LD-AJ-G1-A1-A10-07-C,32
2025-11-27,PL_183,188508,392424,LD-AJ-G1-A1-A10-01-A,33
2025-11-27,PL_183,182632,395468,LD-AJ-G1-A1-A10-10-A,34
2025-11-27,PL_183,235936,395983,LD-AJ-G1-A1-A10-05-C,35
2025-11-27,PL_183,235201,395468,LD-AJ-G1-A1-A10-09-F,36
2025-11-27,PL_183,239963,392424,LD-AJ-G1-A1-A10-09-A,37
2025-11-27,PL_183,1220,396446,LD-AK-G1-A1-A11-14-D,38
2025-11-27,PL_183,241231,396467,LD-AK-G1-A1-A11-12-B,39
2025-11-27,PL_183,241231,395468,LD-AK-G1-A1-A11-12-B,40
2025-11-27,PL_183,68278,399816,LD-AK-G1-A1-A11-04-B,41
2025-11-27,PL_183,68278,396446,LD-AK-G1-A1-A11-04-B,42
2025-11-27,PL_183,7344,395983,LD-AK-G1-A1-A11-04-B,43
2025-11-27,PL_183,110072,392424,LD-AK-G1-A1-A11-09-F,44
2025-11-27,PL_183,65827,399816,LD-AM-G1-A1-A13-12-E,45
2025-11-27,PL_183,3563,400976,LD-AM-G1-A1-A15-13-A,46
2025-11-27,PL_183,16277,395468,LD-AM-G1-A1-A13-13-A,47
2025-11-27,PL_183,1977,396467,LD-AM-G1-A1-A13-05-D,48
2025-11-27,PL_183,1016,392424,LD-AM-G1-A1-A13-16-D,49
2025-11-27,PL_183,452,395468,LD-AM-G1-A1-A13-13-F,50
2025-11-27,PL_183,3464,394413,LD-AM-G1-A1-A15-11-A,51
2025-11-27,PL_183,1999,396467,LD-AM-G1-A1-A13-16-B,52
2025-11-27,PL_183,19224,395468,LD-AM-G1-A1-A13-06-F,53
2025-11-27,PL_183,168691,392424,LD-AM-G1-A1-A15-05-E,54
2025-11-27,PL_183,169365,396446,LD-AM-G1-A1-A15-13-B,55
2025-11-27,PL_183,2515,401309,LD-AN-G1-A1-A12-03-B,56
2025-11-27,PL_183,26439,400156,LD-AN-G1-A1-A12-16-A,57
2025-11-27,PL_183,18366,400156,LD-AN-G1-A1-A12-15-D,58
2025-11-27,PL_183,8354,396446,LD-AN-G1-A1-A12-11-C,59
2025-11-27,PL_183,22835,392424,LD-AN-G1-A1-A12-05-D,60
2025-11-27,PL_183,1376,396467,LD-AN-G1-A1-A12-04-C,61
2025-11-27,PL_183,678,396467,LD-AN-G1-A1-A14-14-C,62
2025-11-27,PL_183,2936,396467,LD-AN-G1-A1-A14-09-E,63
2025-11-27,PL_183,87989,396467,LD-AN-G1-A1-A12-04-B,64
