order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-13,PL_048,7181,398693,PL-AI-G0-E0-E10-12-D,1
2025-11-13,PL_048,7181,397205,PL-AI-G0-E0-E10-12-D,2
2025-11-13,PL_048,7181,398939,PL-AI-G0-E0-E10-12-D,3
2025-11-13,PL_048,7181,394957,PL-AI-G0-E0-E10-12-D,4
2025-11-13,PL_048,8628,398693,PL-AI-G0-E0-E12-08-A,5
2025-11-13,PL_048,88662,398693,PL-AI-G0-E0-E13-08-D,6
2025-11-13,PL_048,88662,400356,PL-AI-G0-E0-E13-08-D,7
2025-11-13,PL_048,2539,398693,PL-AI-G0-E0-E13-16-D,8
2025-11-13,PL_048,1408,397205,PL-AI-G0-E0-E13-12-A,9
2025-11-13,PL_048,2545,398693,PL-AI-G0-E0-E11-14-D,10
2025-11-13,PL_048,12137,398693,PL-AI-G0-E0-E14-02-A,11
2025-11-13,PL_048,77101,397205,PL-AI-G0-E0-E13-02-D,12
2025-11-13,PL_048,46467,395106,PL-AI-G0-E0-E14-14-D,13
2025-11-13,PL_048,80586,400263,PL-AI-G0-E0-E14-06-A,14
2025-11-13,PL_048,118248,397205,PL-AI-G0-E0-E12-04-A,15
2025-11-13,PL_048,136773,398693,PL-AI-G0-E0-E12-02-A,16
2025-11-13,PL_048,238483,398939,PL-AI-G0-E0-E13-12-D,17
