order_date,picklist_no,sku,store_id,bin,bin_rank
2025-12-05,PL_359,3986,395105,LD-AF-G1-B1-B6-18-B,1
2025-12-05,PL_359,2499,395105,LD-AF-G1-B1-B6-10-B,2
2025-12-05,PL_359,2499,337626,LD-AF-G1-B1-B6-10-B,3
2025-12-05,PL_359,942,399046,LD-AF-G1-B1-B6-06-F,4
2025-12-05,PL_359,942,395105,LD-AF-G1-B1-B6-06-F,5
2025-12-05,PL_359,153223,395105,LD-AF-G1-B1-B6-04-D,6
2025-12-05,PL_359,13658,395105,LD-AF-G1-B1-B6-10-E,7
2025-12-05,PL_359,13658,337626,LD-AF-G1-B1-B6-10-E,8
2025-12-05,PL_359,14521,396766,LD-AF-G1-B1-B6-07-D,9
2025-12-05,PL_359,18787,337626,LD-AF-G1-B1-B6-10-F,10
2025-12-05,PL_359,2338,395105,LD-AF-G1-B1-B6-16-E,11
2025-12-05,PL_359,1925,401312,LD-AG-G1-B1-B7-08-D,12
2025-12-05,PL_359,2494,395105,LD-AG-G1-B1-B7-17-B,13
2025-12-05,PL_359,2494,337626,LD-AG-G1-B1-B7-17-B,14
2025-12-05,PL_359,160128,396766,LD-AG-G1-B1-B7-01-B,15
2025-12-05,PL_359,250522,395105,LD-AG-G1-B1-B7-08-A,16
2025-12-05,PL_359,250522,337626,LD-AG-G1-B1-B7-08-A,17
2025-12-05,PL_359,13671,396766,LD-AG-G1-B1-B7-12-A,18
2025-12-05,PL_359,13671,337626,LD-AG-G1-B1-B7-12-A,19
2025-12-05,PL_359,46,395105,LD-AH-G1-B1-B8-10-F,20
2025-12-05,PL_359,46,396766,LD-AH-G1-B1-B8-10-F,21
2025-12-05,PL_359,1817,395105,LD-AH-G1-B1-B8-04-F,22
2025-12-05,PL_359,1817,396766,LD-AH-G1-B1-B8-04-F,23
2025-12-05,PL_359,26054,398161,LD-AH-G1-B1-B8-16-E,24
2025-12-05,PL_359,26054,400490,LD-AH-G1-B1-B8-16-E,25
