order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-11,PL_009,23867,395059,LD-AA-G3-E3-E1-08-E,1
2025-11-11,PL_009,23867,398939,LD-AA-G3-E3-E1-08-E,2
2025-11-11,PL_009,23867,398693,LD-AA-G3-E3-E1-08-E,3
2025-11-11,PL_009,879,397205,LD-AA-G3-D3-D1-18-A,4
2025-11-11,PL_009,18054,400907,LD-AA-G3-D3-D1-16-E,5
2025-11-11,PL_009,18054,400263,LD-AA-G3-D3-D1-16-E,6
2025-11-11,PL_009,18054,398693,LD-AA-G3-D3-D1-16-E,7
2025-11-11,PL_009,1159,397205,LD-AA-G3-D3-D1-18-B,8
2025-11-11,PL_009,3886,398693,LD-AA-G3-E3-E1-14-F,9
2025-11-11,PL_009,18657,400357,LD-AB-G3-D3-D2-08-C,10
2025-11-11,PL_009,18657,395059,LD-AB-G3-D3-D2-08-C,11
2025-11-11,PL_009,230374,401063,LD-AB-G3-D3-D2-08-A,12
2025-11-11,PL_009,230374,398939,LD-AB-G3-D3-D2-08-A,13
2025-11-11,PL_009,230374,400263,LD-AB-G3-D3-D2-08-A,14
2025-11-11,PL_009,180127,400907,LD-AB-G3-D3-D2-07-F,15
2025-11-11,PL_009,180127,395106,LD-AB-G3-D3-D2-07-F,16
2025-11-11,PL_009,4270,394957,LD-AB-G3-E3-E2-09-B,17
2025-11-11,PL_009,229739,400357,LD-AB-G3-D3-D2-14-F,18
2025-11-11,PL_009,229739,400907,LD-AB-G3-D3-D2-14-F,19
2025-11-11,PL_009,229739,397205,LD-AB-G3-D3-D2-14-F,20
2025-11-11,PL_009,7294,398939,LD-AB-G3-D3-D2-13-A,21
2025-11-11,PL_009,7294,395106,LD-AB-G3-D3-D2-13-A,22
2025-11-11,PL_009,12398,398693,LD-AB-G3-E3-E2-16-D,23
2025-11-11,PL_009,429,398939,LD-AB-G3-E3-E2-16-C,24
2025-11-11,PL_009,236810,394957,LD-AB-G3-D3-D2-17-D,25
2025-11-11,PL_009,236810,398693,LD-AB-G3-D3-D2-17-D,26
2025-11-11,PL_009,21237,401063,LD-AB-G3-D3-D2-08-A,27
2025-11-11,PL_009,21237,400263,LD-AB-G3-D3-D2-08-A,28
2025-11-11,PL_009,248085,400263,LD-AB-G3-D3-D2-04-F,29
2025-11-11,PL_009,219703,398939,LD-AC-G3-D3-D3-11-B,30
2025-11-11,PL_009,219703,401063,LD-AC-G3-D3-D3-11-B,31
2025-11-11,PL_009,219703,400263,LD-AC-G3-D3-D3-11-B,32
2025-11-11,PL_009,219703,398693,LD-AC-G3-D3-D3-11-B,33
2025-11-11,PL_009,219703,400907,LD-AC-G3-D3-D3-11-B,34
2025-11-11,PL_009,26112,394957,LD-AC-G3-D3-D3-05-E,35
2025-11-11,PL_009,26112,395106,LD-AC-G3-D3-D3-05-E,36
2025-11-11,PL_009,26112,401063,LD-AC-G3-D3-D3-05-E,37
2025-11-11,PL_009,16748,395059,LD-AC-G3-D3-D3-02-B,38
2025-11-11,PL_009,16748,395106,LD-AC-G3-D3-D3-04-A,39
2025-11-11,PL_009,16748,398693,LD-AC-G3-D3-D3-04-A,40
2025-11-11,PL_009,102105,398693,LD-AC-G3-D3-D3-03-A,41
2025-11-11,PL_009,102105,394957,LD-AC-G3-D3-D3-03-A,42
2025-11-11,PL_009,14884,400907,LD-AC-G3-D3-D3-08-C,43
2025-11-11,PL_009,14884,401063,LD-AC-G3-D3-D3-08-C,44
2025-11-11,PL_009,14884,398693,LD-AC-G3-D3-D3-08-C,45
2025-11-11,PL_009,7102,398939,LD-AC-G3-E3-E3-07-D,46
2025-11-11,PL_009,4448,398939,LD-AC-G3-E3-E3-08-F,47
2025-11-11,PL_009,53202,397205,LD-AC-G3-D3-D3-14-E,48
2025-11-11,PL_009,53202,400317,LD-AC-G3-D3-D3-14-E,49
2025-11-11,PL_009,12390,397205,LD-AC-G3-E3-E3-10-D,50
2025-11-11,PL_009,9811,398693,LD-AC-G3-D3-D3-03-E,51
2025-11-11,PL_009,208004,400357,LD-AC-G3-E3-E3-09-C,52
2025-11-11,PL_009,208004,400263,LD-AC-G3-E3-E3-09-C,53
2025-11-11,PL_009,22556,394957,LD-AC-G3-D3-D3-08-E,54
2025-11-11,PL_009,4301,397205,LD-AC-G3-E3-E3-08-A,55
2025-11-11,PL_009,26342,398939,LD-AC-G3-D3-D3-12-E,56
2025-11-11,PL_009,25960,398693,LD-AC-G3-E3-E3-07-E,57
2025-11-11,PL_009,23847,400317,LD-AC-G3-E3-E3-15-B,58
2025-11-11,PL_009,168548,394957,LD-AD-G3-D3-D4-12-F,59
2025-11-11,PL_009,168548,400263,LD-AD-G3-D3-D4-12-F,60
2025-11-11,PL_009,168548,401063,LD-AD-G3-D3-D4-12-F,61
2025-11-11,PL_009,168548,398939,LD-AD-G3-D3-D4-12-F,62
2025-11-11,PL_009,168548,398693,LD-AD-G3-D3-D4-12-F,63
2025-11-11,PL_009,24951,397205,LD-AD-G3-E3-E4-03-E,64
2025-11-11,PL_009,24951,394957,LD-AD-G3-E3-E4-03-E,65
2025-11-11,PL_009,24951,400263,LD-AD-G3-E3-E4-03-E,66
2025-11-11,PL_009,20842,398939,LD-AD-G3-D3-D4-08-C,67
2025-11-11,PL_009,20842,400907,LD-AD-G3-D3-D4-08-C,68
2025-11-11,PL_009,20842,400263,LD-AD-G3-D3-D4-08-C,69
2025-11-11,PL_009,879,398939,LD-AD-G3-E3-E4-13-A,70
2025-11-11,PL_009,233132,400263,LD-AD-G3-D3-D4-15-B,71
2025-11-11,PL_009,233132,395059,LD-AD-G3-D3-D4-15-B,72
2025-11-11,PL_009,20721,400317,LD-AD-G3-E3-E4-07-D,73
2025-11-11,PL_009,20721,394957,LD-AD-G3-E3-E4-07-D,74
2025-11-11,PL_009,21904,397205,LD-AD-G3-D3-D4-02-C,75
2025-11-11,PL_009,22957,395059,LD-AD-G3-E3-E4-12-F,76
2025-11-11,PL_009,22957,400357,LD-AD-G3-E3-E4-12-F,77
2025-11-11,PL_009,8952,401063,LD-AD-G3-D3-D4-17-C,78
2025-11-11,PL_009,13471,394957,LD-AD-G3-D3-D4-13-C,79
2025-11-11,PL_009,7240,394957,LD-AD-G3-E3-E4-01-D,80
2025-11-11,PL_009,9655,400907,LD-AD-G3-E3-E4-15-F,81
2025-11-11,PL_009,19861,400907,LD-AD-G3-D3-D4-11-C,82
2025-11-11,PL_009,17350,395059,LD-AD-G3-D3-D4-08-C,83
2025-11-11,PL_009,210776,400357,LD-AD-G3-D3-D4-12-B,84
2025-11-11,PL_009,25193,400263,LD-AD-G3-E3-E4-03-F,85
2025-11-11,PL_009,15062,394957,LD-AD-G3-E3-E4-12-A,86
2025-11-11,PL_009,5242,397205,LD-AE-G3-D3-D5-11-F,87
2025-11-11,PL_009,5242,400263,LD-AE-G3-D3-D5-11-F,88
2025-11-11,PL_009,5242,398693,LD-AE-G3-E3-E5-10-A,89
2025-11-11,PL_009,24509,395059,LD-AE-G3-E3-E5-11-F,90
2025-11-11,PL_009,24509,398693,LD-AE-G3-E3-E5-11-F,91
2025-11-11,PL_009,8688,395059,LD-AE-G3-D3-D5-05-D,92
2025-11-11,PL_009,8688,398939,LD-AE-G3-D3-D5-05-D,93
2025-11-11,PL_009,15077,401063,LD-AE-G3-D3-D5-14-C,94
2025-11-11,PL_009,15077,398693,LD-AE-G3-D3-D5-14-C,95
2025-11-11,PL_009,183766,400357,LD-AE-G3-D3-D5-06-E,96
