order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-18,PL_075,142154,400989,LD-AM-A2-A15-08-E1,1
2025-11-18,PL_075,68087,400061,LD-AM-A2-A15-10-A3,2
2025-11-18,PL_075,267600,400061,LD-AM-A2-A15-06-E3,3
2025-11-18,PL_075,1018,394542,LD-AM-A2-A15-16-D2,4
2025-11-18,PL_075,205376,400989,LD-AM-A2-A15-02-D1,5
2025-11-18,PL_075,12116,400989,LD-AM-A2-A15-16-C3,6
2025-11-18,PL_075,5592,396204,LD-AN-A2-A16-07-C2,7
2025-11-18,PL_075,5592,394542,LD-AN-A2-A16-07-C2,8
2025-11-18,PL_075,65396,396857,LD-AN-A2-A16-12-D3,9
2025-11-18,PL_075,1599,396857,LD-AN-A2-A16-14-C2,10
2025-11-18,PL_075,428,392645,LD-AN-A2-A16-16-A1,11
2025-11-18,PL_075,23365,400989,LD-AN-A2-A16-05-C1,12
2025-11-18,PL_075,238416,394542,LD-AN-A2-A16-05-D1,13
2025-11-18,PL_075,14566,394542,LD-AN-A2-A16-12-E2,14
2025-11-18,PL_075,14566,394542,LD-AN-A2-A16-12-D3,15
2025-11-18,PL_075,13299,394577,LD-AN-A2-A16-03-B3,16
2025-11-18,PL_075,13299,396204,LD-AN-A2-A16-03-B3,17
2025-11-18,PL_075,6556,396204,LD-AN-A2-A16-16-C3,18
2025-11-18,PL_075,204721,400698,LD-AN-A2-A16-14-B1,19
2025-11-18,PL_075,204721,400698,LD-AN-A2-A16-14-C2,20
2025-11-18,PL_075,34272,396857,LD-AN-A2-A16-11-C2,21
2025-11-18,PL_075,419,401071,LD-AN-A2-A16-03-A2,22
2025-11-18,PL_075,4999,396204,LD-AN-A2-A16-11-E2,23
2025-11-18,PL_075,4583,400989,LD-AN-A2-A16-16-C3,24
2025-11-18,PL_075,99855,396857,LD-AN-A2-A16-11-D2,25
2025-11-18,PL_075,70245,396204,LD-AN-A2-A16-09-C3,26
2025-11-18,PL_075,205393,400989,LD-AN-A2-A16-16-C2,27
2025-11-18,PL_075,23708,400061,LD-AO-A2-A17-06-B1,28
2025-11-18,PL_075,23708,394577,LD-AO-A2-A17-06-B1,29
2025-11-18,PL_075,25755,396857,LD-AO-A2-A17-07-D1,30
2025-11-18,PL_075,65396,396857,LD-AO-A2-A17-13-C3,31
2025-11-18,PL_075,249939,396857,LD-AO-A2-A17-16-B1,32
2025-11-18,PL_075,132083,400989,LD-AO-A2-A17-09-D1,33
2025-11-18,PL_075,441,400989,LD-AO-A2-A17-06-C1,34
2025-11-18,PL_075,23626,400989,LD-AO-A2-A17-16-D2,35
2025-11-18,PL_075,19446,400061,LD-AO-A2-A17-08-B1,36
2025-11-18,PL_075,96707,396204,LD-AO-A2-A17-14-C1,37
2025-11-18,PL_075,96707,396204,LD-AO-A2-A17-16-B1,38
2025-11-18,PL_075,7467,394542,LD-AO-A2-A17-13-C1,39
2025-11-18,PL_075,49090,396204,LD-AO-A2-A17-13-C2,40
2025-11-18,PL_075,266307,400989,LD-AO-A2-A17-14-B2,41
2025-11-18,PL_075,168841,398161,LD-AM-B2-B15-02-C3,42
2025-11-18,PL_075,171,394577,LD-AM-B2-B15-10-B1,43
2025-11-18,PL_075,751,396204,LD-AM-B2-B15-18-C3,44
2025-11-18,PL_075,113,394577,LD-AM-B2-B15-04-A3,45
2025-11-18,PL_075,4171,396204,LD-AM-B2-B15-08-E1,46
2025-11-18,PL_075,17061,398161,LD-AN-B2-B16-16-D2,47
2025-11-18,PL_075,17061,394577,LD-AN-B2-B16-16-D2,48
2025-11-18,PL_075,19973,396857,LD-AN-B2-B16-03-D3,49
2025-11-18,PL_075,191578,400061,LD-AN-B2-B16-06-B1,50
2025-11-18,PL_075,774,394577,LD-AN-B2-B16-18-A1,51
2025-11-18,PL_075,774,396204,LD-AN-B2-B16-17-A3,52
2025-11-18,PL_075,3835,400061,LD-AN-B2-B16-18-E1,53
2025-11-18,PL_075,29893,400061,LD-AN-B2-B16-03-A1,54
2025-11-18,PL_075,703,396204,LD-AN-B2-B16-17-C1,55
2025-11-18,PL_075,823,398161,LD-AN-B2-B16-17-C1,56
2025-11-18,PL_075,5724,394542,LD-AN-B2-B16-17-B2,57
2025-11-18,PL_075,189986,394542,LD-AO-B2-B17-04-D1,58
2025-11-18,PL_075,189986,401071,LD-AO-B2-B17-04-D1,59
2025-11-18,PL_075,5377,400989,LD-AO-B2-B17-06-B1,60
2025-11-18,PL_075,130869,400061,LD-AO-B2-B17-06-D1,61
2025-11-18,PL_075,6479,400061,LD-AO-B2-B17-04-C3,62
2025-11-18,PL_075,8348,400989,LD-AP-A2-A18-08-D2,63
2025-11-18,PL_075,8348,400989,LD-AP-A2-A18-08-B1,64
2025-11-18,PL_075,95514,394542,LD-AP-A2-A18-09-D2,65
2025-11-18,PL_075,3722,394542,LD-AP-A2-A18-09-C3,66
2025-11-18,PL_075,249939,396857,LD-AP-A2-A18-15-D1,67
2025-11-18,PL_075,1599,396857,LD-AP-A2-A18-06-C1,68
2025-11-18,PL_075,105949,394542,LD-AP-A2-A18-12-B1,69
2025-11-18,PL_075,1184,394542,LD-AP-A2-A18-11-D3,70
2025-11-18,PL_075,1184,394542,LD-AP-A2-A18-16-D1,71
2025-11-18,PL_075,25958,400989,LD-AP-B2-B18-03-A1,72
2025-11-18,PL_075,192782,400061,LD-AP-B2-B18-10-A1,73
2025-11-18,PL_075,2888,394542,LD-AP-A2-A18-11-B2,74
2025-11-18,PL_075,1636,400061,LD-AP-A2-A18-11-D1,75
2025-11-18,PL_075,721,394542,LD-AP-A2-A18-12-C2,76
2025-11-18,PL_075,90,394542,LD-AP-A2-A18-08-D2,77
2025-11-18,PL_075,511,396204,LD-AP-A2-A18-13-D1,78
2025-11-18,PL_075,927,394542,LD-AP-A2-A18-15-C3,79
2025-11-18,PL_075,16969,400061,LD-AP-A2-A18-11-C2,80
2025-11-18,PL_075,4998,396204,LD-AP-A2-A18-15-D2,81
2025-11-18,PL_075,5073,400698,LD-AP-A2-A18-11-C2,82
2025-11-18,PL_075,65741,396204,LD-AP-A2-A18-15-A1,83
2025-11-18,PL_075,25538,396857,LD-AP-A2-A18-11-C2,84
2025-11-18,PL_075,107447,394577,LD-AP-B2-B18-10-B3,85
2025-11-18,PL_075,19973,400061,LD-AQ-A2-A19-10-B3,86
2025-11-18,PL_075,6873,394577,LD-AQ-A2-A19-09-B1,87
2025-11-18,PL_075,6873,400061,LD-AQ-A2-A19-09-B1,88
2025-11-18,PL_075,263,396857,LD-AQ-A2-A19-04-B1,89
2025-11-18,PL_075,759,400989,LD-AQ-A2-A19-10-B1,90
2025-11-18,PL_075,2415,396857,LD-AQ-A2-A19-04-C3,91
2025-11-18,PL_075,6065,394542,LD-AQ-A2-A19-16-B3,92
2025-11-18,PL_075,6556,400061,LD-AQ-A2-A19-04-E1,93
2025-11-18,PL_075,1926,394542,LD-AQ-A2-A19-13-B3,94
2025-11-18,PL_075,5752,394542,LD-AQ-A2-A19-06-A2,95
2025-11-18,PL_075,85226,394577,LD-AQ-B2-B19-13-B1,96
2025-11-18,PL_075,24362,400989,LD-AQ-A2-A19-16-B3,97
2025-11-18,PL_075,201695,394577,LD-AQ-B2-B19-02-A3,98
2025-11-18,PL_075,242122,394577,LD-AQ-B2-B19-01-B3,99
2025-11-18,PL_075,186984,400698,LD-AR-A2-A20-13-D3,100
2025-11-18,PL_075,186984,400698,LD-AR-A2-A20-10-D3,101
2025-11-18,PL_075,159196,400061,LD-AR-A2-A20-16-D3,102
2025-11-18,PL_075,3722,394542,LD-AR-A2-A20-12-C1,103
2025-11-18,PL_075,3055,400989,LD-AR-A2-A20-11-D2,104
2025-11-18,PL_075,5592,394542,LD-AR-A2-A20-07-D1,105
2025-11-18,PL_075,6873,400061,LD-AR-A2-A20-03-C1,106
2025-11-18,PL_075,5853,396204,LD-AR-A2-A20-15-D3,107
2025-11-18,PL_075,6847,396204,LD-AR-A2-A20-11-C1,108
2025-11-18,PL_075,9488,394542,LD-AR-A2-A20-13-E3,109
2025-11-18,PL_075,9488,394542,LD-AR-A2-A20-16-D1,110
2025-11-18,PL_075,6065,394542,LD-AR-A2-A20-14-C2,111
2025-11-18,PL_075,2706,396204,LD-AR-A2-A20-14-C1,112
2025-11-18,PL_075,193,394542,LD-AR-A2-A20-15-D1,113
2025-11-18,PL_075,16353,396204,LD-AR-A2-A20-11-D1,114
2025-11-18,PL_075,7291,394542,LD-AR-A2-A20-09-B3,115
2025-11-18,PL_075,6054,396204,LD-AR-A2-A20-14-C2,116
2025-11-18,PL_075,4072,400061,LD-AR-B2-B20-15-C3,117
2025-11-18,PL_075,4627,396204,LD-AR-A2-A20-13-E1,118
2025-11-18,PL_075,5438,396204,LD-AR-A2-A20-11-D1,119
2025-11-18,PL_075,5387,394542,LD-AR-A2-A20-13-D2,120
2025-11-18,PL_075,86659,401071,LD-AR-A2-A20-14-B1,121
2025-11-18,PL_075,188538,401071,LD-AR-A2-A20-14-C2,122
2025-11-18,PL_075,5120,396857,LD-AS-A2-A21-15-C3,123
2025-11-18,PL_075,2521,396857,LD-AS-A2-A21-15-C3,124
2025-11-18,PL_075,5383,398161,LD-AS-A2-A21-15-B3,125
