order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-12,PL_043,4069,400356,LD-AM-A1-A15-04-D2,1
2025-11-12,PL_043,97218,400263,LD-AM-A1-A15-16-C3,2
2025-11-12,PL_043,104700,401063,LD-AM-B1-B15-02-E2,3
2025-11-12,PL_043,1676,398693,LD-AN-B1-B16-16-B1,4
2025-11-12,PL_043,12241,400263,LD-AN-A1-A16-12-A3,5
2025-11-12,PL_043,48849,398693,LD-AN-B1-B16-12-C1,6
2025-11-12,PL_043,16549,398693,LD-AN-A1-A16-10-A3,7
2025-11-12,PL_043,101751,400263,LD-AN-A1-A16-10-B1,8
2025-11-12,PL_043,74393,394957,LD-AN-B1-B16-12-A3,9
2025-11-12,PL_043,23386,400263,LD-AO-A1-A17-15-C1,10
2025-11-12,PL_043,11298,400263,LD-AO-A1-A17-15-B2,11
2025-11-12,PL_043,206433,400356,LD-AO-A1-A17-15-D2,12
2025-11-12,PL_043,25402,400263,LD-AP-A1-A18-13-C3,13
2025-11-12,PL_043,156808,400356,LD-AP-B1-B18-10-C2,14
2025-11-12,PL_043,153317,398693,LD-AP-A1-A18-14-C1,15
2025-11-12,PL_043,70741,400263,LD-AP-B1-B18-17-B2,16
2025-11-12,PL_043,8355,398939,LD-AQ-A1-A19-02-C3,17
2025-11-12,PL_043,11178,398939,LD-AR-A1-A20-15-C2,18
2025-11-12,PL_043,233345,394957,LD-AR-A1-A20-16-A1,19
