order_date,picklist_no,sku,store_id,bin,bin_rank
2025-12-03,PL_387,807,398161,LD-AB-G1-D1-D2-06-D,1
2025-12-03,PL_387,5983,353631,LD-AB-G1-D1-D2-01-C,2
2025-12-03,PL_387,13496,337626,LD-AC-G1-D1-D3-10-E,3
2025-12-03,PL_387,54889,353631,LD-AC-G1-D1-D3-03-D,4
2025-12-03,PL_387,20067,353631,LD-AD-G1-D1-D4-11-C,5
2025-12-03,PL_387,65494,353631,LD-AD-G1-D1-D4-06-C,6
2025-12-03,PL_387,15454,401312,LD-AE-G1-D1-D5-09-F,7
2025-12-03,PL_387,1878,400793,LD-AE-G1-D1-D5-01-C,8
2025-12-03,PL_387,2824,400418,LD-AE-G1-D1-D5-04-D,9
2025-12-03,PL_387,14441,399046,LD-AE-G1-D1-D5-01-E,10
2025-12-03,PL_387,1246,400490,LD-AF-G1-D1-D6-05-E,11
2025-12-03,PL_387,254256,398161,LD-AF-G1-D1-D6-11-F,12
2025-12-03,PL_387,1378,337626,LD-AF-G1-D1-D6-01-D,13
2025-12-03,PL_387,4190,400793,LD-AG-G1-D1-D7-07-F,14
2025-12-03,PL_387,7876,399046,LD-AG-G1-D1-D7-09-B,15
2025-12-03,PL_387,761,337626,LD-AH-G1-D1-D8-02-C,16
2025-12-03,PL_387,1222,401004,LD-AH-G1-D1-D8-09-C,17
2025-12-03,PL_387,241054,400697,LD-AH-G1-D1-D8-16-E,18
2025-12-03,PL_387,19236,400156,LD-AH-G1-D1-D8-07-D,19
2025-12-03,PL_387,13658,337626,LD-AH-G1-D1-D8-10-C,20
2025-12-03,PL_387,1374,396766,LD-AH-G1-D1-D8-06-C,21
2025-12-03,PL_387,5828,395105,LD-AH-G1-D1-D8-12-A,22
2025-12-03,PL_387,14933,395105,LD-AH-G1-D1-D8-12-F,23
2025-12-03,PL_387,535,400418,LD-AI-G1-D1-D9-03-E,24
2025-12-03,PL_387,1664,399046,LD-AI-G1-D1-D9-02-E,25
2025-12-03,PL_387,6812,337626,LD-AI-G1-D1-D9-08-A,26
2025-12-03,PL_387,104169,400418,LD-AJ-G1-D1-D10-04-D,27
2025-12-03,PL_387,2583,399046,LD-AJ-G1-D1-D10-01-E,28
2025-12-03,PL_387,5874,396766,LD-AJ-G1-D1-D10-03-A,29
2025-12-03,PL_387,7273,353631,LD-AJ-G1-D1-D10-10-C,30
2025-12-03,PL_387,99382,401312,LD-AJ-G1-D1-D10-04-C,31
2025-12-03,PL_387,1085,395105,LD-AJ-G1-D1-D10-03-C,32
2025-12-03,PL_387,4126,396766,LD-AJ-G1-D1-D10-06-B,33
2025-12-03,PL_387,12430,399046,LD-AK-G1-D1-D11-06-C,34
2025-12-03,PL_387,263583,337626,LD-AK-G1-D1-D11-08-B,35
2025-12-03,PL_387,12431,396766,LD-AL-G1-D1-D12-01-E,36
2025-12-03,PL_387,471,400418,LD-AM-G1-D1-D13-10-F,37
2025-12-03,PL_387,10387,337626,LD-AN-G1-D1-D14-12-F,38
