order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-14,PL_097,100388,400061,LD-AP-B0-B18-04-B3,1
2025-11-14,PL_097,60743,400989,LD-AP-B0-B18-12-B1,2
2025-11-14,PL_097,117654,396857,LD-AP-B0-B18-06-B2,3
2025-11-14,PL_097,14928,398161,LD-AP-B0-B18-02-B2,4
2025-11-14,PL_097,14928,401071,LD-AP-B0-B18-02-B2,5
2025-11-14,PL_097,1044,396204,LD-AP-B0-B18-02-B3,6
2025-11-14,PL_097,7346,399370,LD-AP-B0-B18-14-B2,7
2025-11-14,PL_097,24184,398161,LD-AP-B0-B18-02-B3,8
2025-11-14,PL_097,150985,396204,LD-AP-B0-B18-11-B3,9
2025-11-14,PL_097,1809,401071,LD-AQ-B0-B19-14-B3,10
2025-11-14,PL_097,86,399370,LD-AQ-B0-B19-14-B3,11
2025-11-14,PL_097,4070,396204,LD-AQ-B0-B19-16-B2,12
2025-11-14,PL_097,18590,396857,LD-AQ-B0-B19-07-B2,13
2025-11-14,PL_097,7193,400061,LD-AQ-B0-B19-07-B2,14
2025-11-14,PL_097,1152,400356,LD-AR-B0-B20-18-E1,15
2025-11-14,PL_097,4070,399370,LD-AR-B0-B20-18-C2,16
2025-11-14,PL_097,251811,394542,LD-AR-B0-B20-08-D3,17
2025-11-14,PL_097,6846,400061,LD-AR-B0-B20-06-E2,18
2025-11-14,PL_097,2342,401071,LD-AR-B0-B20-07-B2,19
2025-11-14,PL_097,18823,399370,LD-AR-B0-B20-02-C1,20
2025-11-14,PL_097,8719,394577,LD-AR-B0-B20-14-E3,21
2025-11-14,PL_097,43858,396204,LD-AR-B0-B20-14-D1,22
2025-11-14,PL_097,132006,399370,LD-AS-B0-B21-15-B1,23
