order_date,picklist_no,sku,store_id,bin,bin_rank
2025-11-15,PL_033,17263,394957,LD-AA-G3-C3-C1-10-D,1
2025-11-15,PL_033,12137,394957,LD-AA-G3-C3-C1-02-F,2
2025-11-15,PL_033,8441,394957,LD-AB-G3-C3-C2-07-C,3
2025-11-15,PL_033,8441,394957,LD-AB-G3-C3-C2-07-C,4
2025-11-15,PL_033,8441,398939,LD-AB-G3-C3-C2-07-C,5
2025-11-15,PL_033,8441,394957,LD-AB-G3-C3-C2-07-C,6
2025-11-15,PL_033,7181,394957,LD-AB-G3-C3-C2-03-B,7
2025-11-15,PL_033,7181,398939,LD-AB-G3-C3-C2-03-B,8
2025-11-15,PL_033,41,398939,LD-AB-G3-C3-C2-08-D,9
2025-11-15,PL_033,41,400263,LD-AB-G3-C3-C2-08-D,10
2025-11-15,PL_033,2726,394957,LD-AB-G3-C3-C2-03-F,11
2025-11-15,PL_033,11554,397205,LD-AB-G3-C3-C2-08-C,12
2025-11-15,PL_033,6793,397205,LD-AB-G3-C3-C2-10-D,13
2025-11-15,PL_033,72072,401063,LD-AB-G3-C3-C2-06-A,14
2025-11-15,PL_033,3138,398939,LD-AB-G3-C3-C2-10-B,15
2025-11-15,PL_033,1836,398693,LD-AC-G3-C3-C3-06-E,16
2025-11-15,PL_033,1836,400317,LD-AC-G3-C3-C3-06-E,17
2025-11-15,PL_033,1836,395106,LD-AC-G3-C3-C3-06-E,18
2025-11-15,PL_033,1836,397205,LD-AC-G3-C3-C3-06-E,19
2025-11-15,PL_033,1836,398939,LD-AC-G3-C3-C3-06-E,20
2025-11-15,PL_033,24883,397205,LD-AC-G3-C3-C3-16-A,21
2025-11-15,PL_033,24883,394957,LD-AC-G3-C3-C3-16-A,22
2025-11-15,PL_033,24883,398939,LD-AC-G3-C3-C3-16-B,23
2025-11-15,PL_033,24883,400263,LD-AC-G3-C3-C3-16-A,24
2025-11-15,PL_033,2727,397205,LD-AC-G3-C3-C3-05-C,25
2025-11-15,PL_033,1057,400263,LD-AC-G3-C3-C3-08-B,26
2025-11-15,PL_033,196684,398939,LD-AC-G3-C3-C3-04-B,27
2025-11-15,PL_033,196684,394957,LD-AC-G3-C3-C3-04-B,28
2025-11-15,PL_033,51655,398693,LD-AC-G3-C3-C3-04-F,29
2025-11-15,PL_033,1020,395106,LD-AC-G3-C3-C3-14-E,30
2025-11-15,PL_033,6857,394957,LD-AC-G3-C3-C3-09-F,31
2025-11-15,PL_033,2645,394957,LD-AD-G3-C3-C4-14-B,32
2025-11-15,PL_033,2645,400357,LD-AD-G3-C3-C4-14-B,33
2025-11-15,PL_033,8628,400357,LD-AD-G3-C3-C4-07-D,34
2025-11-15,PL_033,8628,401063,LD-AD-G3-C3-C4-07-D,35
2025-11-15,PL_033,6717,398693,LD-AD-G3-C3-C4-12-F,36
2025-11-15,PL_033,6717,398939,LD-AD-G3-C3-C4-12-F,37
2025-11-15,PL_033,6717,394957,LD-AD-G3-C3-C4-12-F,38
2025-11-15,PL_033,140099,400356,LD-AD-G3-C3-C4-16-C,39
2025-11-15,PL_033,2071,395106,LD-AD-G3-C3-C4-04-E,40
2025-11-15,PL_033,66504,398939,LD-AD-G3-C3-C4-06-C,41
2025-11-15,PL_033,31278,394957,LD-AD-G3-C3-C4-10-C,42
2025-11-15,PL_033,3940,398693,LD-AE-G3-C3-C5-15-E,43
2025-11-15,PL_033,7180,398939,LD-AE-G3-C3-C5-03-E,44
2025-11-15,PL_033,132155,398693,LD-AE-G3-C3-C5-04-B,45
2025-11-15,PL_033,6101,398693,LD-AE-G3-C3-C5-07-A,46
2025-11-15,PL_033,5008,400263,LD-AE-G3-C3-C5-02-C,47
2025-11-15,PL_033,19572,394957,LD-AE-G3-C3-C5-15-D,48
2025-11-15,PL_033,23473,398939,LD-AE-G3-C3-C5-16-E,49
2025-11-15,PL_033,188073,398693,LD-AF-G3-C3-C6-06-C,50
2025-11-15,PL_033,188073,397205,LD-AF-G3-C3-C6-06-C,51
2025-11-15,PL_033,188073,394957,LD-AF-G3-C3-C6-06-C,52
2025-11-15,PL_033,244909,398693,LD-AF-G3-C3-C6-13-A,53
2025-11-15,PL_033,244909,397205,LD-AF-G3-C3-C6-13-A,54
2025-11-15,PL_033,16445,400357,LD-AF-G3-C3-C6-04-E,55
2025-11-15,PL_033,16445,398693,LD-AF-G3-C3-C6-04-E,56
2025-11-15,PL_033,19882,400356,LD-AF-G3-C3-C6-09-C,57
2025-11-15,PL_033,160341,397205,LD-AF-G3-C3-C6-03-C,58
2025-11-15,PL_033,23427,398939,LD-AF-G3-C3-C6-02-E,59
2025-11-15,PL_033,176428,394957,LD-AF-G3-C3-C6-11-B,60
2025-11-15,PL_033,189015,398939,LD-AF-G3-C3-C6-01-A,61
2025-11-15,PL_033,60549,400356,LD-AG-G3-C3-C7-05-E,62
2025-11-15,PL_033,60549,398939,LD-AG-G3-C3-C7-05-E,63
2025-11-15,PL_033,4736,394957,LD-AG-G3-C3-C7-07-A,64
2025-11-15,PL_033,12246,394957,LD-AG-G3-C3-C7-14-C,65
2025-11-15,PL_033,12947,398939,LD-AG-G3-C3-C7-16-A,66
2025-11-15,PL_033,6181,394957,LD-AG-G3-C3-C7-15-D,67
